spatial_cell,violations,mean_poi,max_poi,heavy_vehicle_ratio,high_severity_ratio,weekend_ratio,morning_peak_ratio,evening_peak_ratio,night_ratio,days_active,junction_ratio,mean_station_burden,mean_cell_volume,dominant_station,dominant_junction,dominant_violation,dominant_vehicle,organic_cluster_id,lat,lon,poi_density_score,peak_intensity,recent_7d_poi,previous_7d_poi,trend_ratio,trend_label,neighbor_mean_poi,neighbor_max_poi,propagation_score,trend_score,repeat_rate,repeat_rate_rank,enforcement_failure_index,cis_raw,cis,cis_band,lifecycle_state,spillover_index,archetype_id,archetype_name
cell_12.909_77.577,5,2.0476928433652555,2.0476928433652555,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,5.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,GOODS AUTO,-1,12.9091183,77.5771533,3.668973042170217,1.0,10.238464216826276,,,Stable,2.023654964010283,2.1510351948668447,92.92476970317298,1.0,5.0,92.27865916069601,75.4503582395087,86.75153531218014,86.75153531218014,Critical,Stable,92.92476970317298,0,Junction Choke Points
cell_12.909_77.588,3,1.4759065198095778,1.4759065198095778,0.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.75,3.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,-1,12.909089633333332,77.58771786666667,2.0460408859520998,1.0,2.2138597797143666,,,Stable,1.4768690231039001,1.4863803323449691,76.26663254861822,1.0,1.5,46.404810644831116,59.403147389969305,68.45125383828045,68.45125383828045,High,Stable,76.26663254861822,0,Junction Choke Points
cell_12.909_77.595,4,1.273717107101371,1.4759065198095778,0.0,0.75,0.0,0.0,0.0,1.0,1,1.0,0.75,4.0,J.P. Nagar,"BTP198 - 9th Cross, 8th Main, JP Nagar",PARKING IN A MAIN ROAD,SCOOTER,-1,12.9090244,77.59528575,2.049968601884832,1.0,5.094868428405484,,,Stable,1.2723017720323675,1.330279913966559,66.04401228249745,1.0,4.0,87.80706243602866,62.22172466734903,68.11348515864893,68.11348515864893,High,Stable,66.04401228249745,0,Junction Choke Points
cell_12.909_77.6,38,1.6310279150881453,2.0476928433652555,0.0,0.0,0.34210526315789475,0.0,0.02631578947368421,0.7631578947368421,13,1.0,0.75,38.0,Mico Layout,BTP130 - GD Mara Junction,NO PARKING,SCOOTER,527,12.90852627631579,77.60040144736843,5.9753713134837305,0.7631578947368421,6.629756478129311,2.595127571074057,2.554692878043196,Chronic,1.6282114726993344,1.6455364373833457,82.98362333674514,2.554692878043196,2.923076923076923,77.27098259979529,76.72671443193451,79.87845445240531,79.87845445240531,Critical,Emerging,82.98362333674514,0,Junction Choke Points
cell_12.909_77.601,110,1.6445229678715934,2.302585092994046,0.0,0.02727272727272727,0.5272727272727272,0.0,0.0,0.7909090909090909,21,1.0,0.75,110.0,Mico Layout,BTP130 - GD Mara Junction,NO PARKING,SCOOTER,527,12.908542202727274,77.60088506363637,7.744930583943062,0.7909090909090909,12.098189194654077,4.4183831804688,2.7381478614135433,Chronic,1.6293794490206186,1.6455364373833457,83.3546571136131,2.7381478614135433,5.238095238095238,93.12947799385876,79.81972876151484,82.26394575230297,82.26394575230297,Critical,Emerging,83.3546571136131,0,Junction Choke Points
cell_12.909_77.602,7,1.330279913966559,1.4759065198095778,0.0,0.0,0.42857142857142855,0.0,0.0,1.0,4,1.0,0.75,7.0,Mico Layout,BTP130 - GD Mara Junction,NO PARKING,SCOOTER,-1,12.908617385714285,77.60190185714285,2.766239315164341,1.0,2.3279898494414786,,,Stable,1.3293025605047657,1.431074533461732,68.62845445240532,1.0,1.75,53.569600818833166,57.22965711361311,64.31358751279426,64.31358751279426,High,Stable,68.62845445240532,0,Junction Choke Points
cell_12.909_77.628,3,0.8320516660688472,0.9886113934537812,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0.0,0.75,3.0,HSR Layout,No Junction,WRONG PARKING,CAR,-1,12.9090136,77.62804136666666,1.153468532831653,0.3333333333333333,0.8320516660688472,,,Stable,0.8599095068424614,0.8840321056806264,32.79170931422723,1.0,1.0,17.368219037871032,34.28121801432958,30.04062180143296,30.04062180143296,Medium,Stable,32.79170931422723,1,Night Spillovers
cell_12.909_77.632,2,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.5,0.5,2,0.0,0.75,2.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.908933300000001,77.63243840000001,0.8281029649422011,0.5,0.7537718023763802,,,Stable,0.7540977095833589,0.7808042161108538,21.82702149437052,1.0,1.0,17.368219037871032,29.098004094165812,22.33303480040942,22.33303480040942,Low,Stable,21.82702149437052,1,Night Spillovers
cell_12.909_77.633,10,1.0221405152124006,1.1786549963416462,0.3,0.0,0.0,0.0,0.6,0.4,5,0.0,0.75,10.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.908815508661785,77.632556256,2.4509859095635065,0.6,2.044281030424801,,,Stable,1.0217706291812128,1.0519592610830697,50.780450358239506,1.0,2.0,61.425281473899695,50.457139201637666,50.09115916069601,50.09115916069601,High,Stable,50.780450358239506,4,Freight Obstruction Corridors
cell_12.909_77.635,2,0.9886113934537812,0.9886113934537812,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,2.0,HSR Layout,No Junction,WRONG PARKING,CAR,-1,12.90920445,77.63510629999999,1.0861006255656278,1.0,1.9772227869075625,,,Stable,0.9795208535808517,0.9886113934537812,45.5603889457523,1.0,2.0,61.425281473899695,48.2739252814739,46.82990020470829,46.82990020470829,Medium,Stable,45.5603889457523,1,Night Spillovers
cell_12.909_77.638,7,0.984765910332208,1.1786549963416462,0.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.75,7.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.909095185714287,77.63808728571428,2.0477631427749534,1.0,3.4466806861627277,,,Stable,0.9829201957952536,0.9886113934537812,45.227737973387924,1.0,3.5,84.33341862845445,51.97722620266121,49.795611566018415,49.795611566018415,Medium,Stable,45.227737973387924,1,Night Spillovers
cell_12.909_77.639,7,0.9886113934537812,0.9886113934537812,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,2,0.0,0.75,7.0,HSR Layout,No Junction,WRONG PARKING,MOTOR CYCLE,-1,12.909254285714285,77.63930512857144,2.0557596001257816,1.0,3.4601398770882343,,,Stable,0.9871429475554565,0.9886113934537812,46.32804503582395,1.0,3.5,84.33341862845445,52.62768679631525,50.830028147389974,50.830028147389974,High,Stable,46.32804503582395,1,Night Spillovers
cell_12.909_77.64,2,0.6000294525023999,0.7537718023763802,0.0,0.0,1.0,0.5,0.0,0.0,2,0.0,0.75,2.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.909241999999999,77.6403613,0.6591997300819344,0.5,0.6000294525023999,,,Stable,0.615494744126894,0.6566937951559014,9.31422722620266,1.0,1.0,17.368219037871032,23.485926305015354,13.98061668372569,13.98061668372569,Low,Stable,9.31422722620266,5,Mixed Risk Zone
cell_12.909_77.641,1,0.9886113934537812,0.9886113934537812,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.75,1.0,HSR Layout,No Junction,WRONG PARKING,CAR,-1,12.9092733,77.64147,0.6852532000419272,1.0,0.9886113934537812,,,Stable,0.9896357459462082,0.9991340652965237,46.76305015353122,1.0,1.0,17.368219037871032,40.68909928352098,40.04190122824975,40.04190122824975,Medium,Stable,46.76305015353122,5,Mixed Risk Zone
cell_12.909_77.643,1,0.5596157879354227,0.5596157879354227,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.75,1.0,HSR Layout,No Junction,NO PARKING,OTHERS,-1,12.9088426,77.6430617,0.38789610560427046,0.0,0.5596157879354227,,,Stable,0.5764226639432506,0.6086657786237649,7.254350051177072,1.0,1.0,17.368219037871032,22.246417604913,12.222364380757421,12.222364380757421,Low,Stable,7.254350051177072,1,Night Spillovers
cell_12.909_77.644,10,0.8889622347379393,1.1786549963416462,0.0,0.0,0.8,0.2,0.0,0.2,3,0.0,0.75,10.0,HSR Layout,No Junction,NO PARKING,CAR,453,12.908978869999999,77.64427554,2.1316383403743804,0.2,2.9632074491264646,,,Stable,0.8902674373015391,0.9299014956844309,36.56601842374616,1.0,3.3333333333333335,83.12436028659161,47.84787615148413,43.54561156601842,43.54561156601842,Medium,Stable,36.56601842374616,1,Night Spillovers
cell_12.909_77.645,25,0.6559337312793571,1.1786549963416462,0.0,0.0,0.96,0.04,0.0,0.96,3,0.0,0.75,25.0,HSR Layout,No Junction,NO PARKING,SCOOTER,453,12.909172296,77.64464719200001,2.137095419052786,0.96,5.466114427327976,,,Stable,0.6658323799706675,0.7298515702471342,11.20777891504606,1.0,8.333333333333334,97.41555783009211,38.71532753326509,27.768359774820883,27.768359774820883,Medium,Stable,11.20777891504606,1,Night Spillovers
cell_12.909_77.652,8,1.4149946290151032,1.4759065198095778,0.0,0.0,0.0,0.875,0.0,0.125,2,0.0,0.75,8.0,HSR Layout,No Junction,WRONG PARKING,CAR,-1,12.9092477625,77.65195402500001,3.109060975670731,0.875,5.659978516060413,,,Stable,1.3499415505210168,1.4719304428349536,71.4431934493347,1.0,4.0,87.80706243602866,64.6137410440123,69.55507932446264,69.55507932446264,High,Stable,71.4431934493347,5,Mixed Risk Zone
cell_12.909_77.676,6,0.7295567661528604,0.9886113934537812,0.0,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,5,0.0,0.75,6.0,Bellandur,No Junction,WRONG PARKING,CAR,213,12.9091783,77.67626105000001,1.4196519155688248,0.5,0.8754681193834323,,,Stable,0.7473027497544514,0.7587123645002574,15.839303991811668,1.0,1.2,36.69396110542477,30.15954452405322,21.92265864892528,21.92265864892528,Low,Stable,15.839303991811668,1,Night Spillovers
cell_12.909_77.681,5,0.692274862426788,0.7537718023763802,0.0,0.0,0.2,0.8,0.2,0.0,2,0.0,0.75,5.0,Bellandur,No Junction,WRONG PARKING,SCOOTER,-1,12.908956159999999,77.68068358000001,1.2403900400617465,0.8,1.73068715606697,,,Stable,0.6953732785544313,0.7124629088275791,13.293244626407368,1.0,2.5,72.40276356192426,35.221468781985664,25.420291709314224,25.420291709314224,Medium,Stable,13.293244626407368,5,Mixed Risk Zone
cell_12.909_77.687,3,0.8757417531316625,1.261651915912614,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,2,0.0,0.75,3.0,Bellandur,No Junction,WRONG PARKING,CAR,233,12.909439866666666,77.68729093333333,1.2140358541636709,0.6666666666666666,1.3136126296974937,,,Stable,0.8711679947183788,0.9299014956844309,35.452917093142275,1.0,1.5,46.404810644831116,40.73963664278403,36.91370266120778,36.91370266120778,Medium,Stable,35.452917093142275,1,Night Spillovers
cell_12.909_77.688,8,1.188409784769515,1.7047480922384253,0.5,0.0,0.625,0.0,0.0,1.0,5,0.0,0.75,8.0,Bellandur,No Junction,WRONG PARKING,CAR,-1,12.90938385,77.68799750000001,2.6112031870424253,1.0,1.9014556556312239,,,Stable,1.1854361002982934,1.214884567513471,62.551177072671436,1.0,1.6,49.84007164790174,53.77379733879223,56.568897134083926,56.568897134083926,High,Stable,62.551177072671436,0,Junction Choke Points
cell_12.909_77.689,2,0.8711915979150807,0.9886113934537812,0.0,0.0,0.5,0.0,0.0,1.0,2,0.0,0.75,2.0,Bellandur,No Junction,NO PARKING,CAR,-1,12.90900245,77.6890244,0.9571017952539145,1.0,0.8711915979150807,,,Stable,0.8771958130000659,0.9299014956844309,35.37615148413511,1.0,1.0,17.368219037871032,35.43679631525077,31.933853633572166,31.933853633572166,Medium,Stable,35.37615148413511,1,Night Spillovers
cell_12.909_77.69,1,0.7537718023763802,0.7537718023763802,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Bellandur,No Junction,WRONG PARKING,JEEP,-1,12.9088119,77.6898295,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7479315848094238,0.7989441944264214,18.500511770726714,1.0,1.0,17.368219037871032,28.278147389969295,21.015225179119753,21.015225179119753,Low,Stable,18.500511770726714,1,Night Spillovers
cell_12.909_77.691,1,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.75,1.0,Bellandur,No Junction,WRONG PARKING,CAR,-1,12.9085933,77.6908383,0.6852532000419272,1.0,0.9886113934537812,,,Stable,0.9301330469082021,0.9566187093310566,43.820368474923235,1.0,1.0,17.368219037871032,39.57676560900716,39.00556550665302,39.00556550665302,Medium,Stable,43.820368474923235,5,Mixed Risk Zone
cell_12.909_77.705,3,1.1706384084263364,1.261651915912614,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.75,3.0,Bellandur,No Junction,WRONG PARKING,CAR,-1,12.90915890859921,77.70451985299587,1.6228494245117935,1.0,3.5119152252790093,,,Stable,1.1572596460711424,1.2322589566316795,58.77686796315251,1.0,3.0,79.40762538382803,57.29426816786081,59.03531218014329,59.03531218014329,High,Stable,58.77686796315251,5,Mixed Risk Zone
cell_12.911_77.48,30,0.8556106128003615,1.1786549963416462,0.0,0.23333333333333334,0.3333333333333333,0.1,0.0,0.8,18,0.0,0.75,30.0,Kengeri,No Junction,NO PARKING,CAR,89,12.911189784370402,77.48025680416053,2.9381558963781367,0.8,1.512922818439611,1.0176895556731764,1.486623620515817,Emerging,0.849124286064994,0.9271793429223758,33.7128966223132,1.486623620515817,1.6666666666666667,51.66965199590583,48.52891504605936,39.14694216990788,39.14694216990788,Medium,Stable,33.7128966223132,1,Night Spillovers
cell_12.911_77.484,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Kengeri,No Junction,NO PARKING,LGV,-1,12.9105634,77.4840517,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.6043879307851231,0.7096210885780381,8.252302968270214,1.0,1.0,17.368219037871032,22.51586489252815,12.531985670419651,12.531985670419651,Low,Stable,8.252302968270214,1,Night Spillovers
cell_12.911_77.485,4,0.794401534750824,0.9162907318741551,0.0,0.25,0.0,0.0,0.25,0.75,2,0.0,0.75,4.0,Kengeri,No Junction,NO PARKING,PASSENGER AUTO,-1,12.91122635,77.48463945,1.2785399477238115,0.75,1.588803069501648,,,Stable,0.7912290974004637,0.8556106128003615,28.97901740020471,1.0,2.0,61.425281473899695,40.50038382804503,34.596660696008186,34.596660696008186,Medium,Stable,28.97901740020471,1,Night Spillovers
cell_12.911_77.551,3,1.0336162062598813,1.4759065198095778,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2,0.0,0.75,3.0,K.S. Layout,No Junction,PARKING IN A MAIN ROAD,CAR,301,12.910665050859572,77.5512851285337,1.432896318300207,0.6666666666666666,1.5504243093898218,,,Stable,1.0313497455038616,1.0646288346089272,51.432958034800414,1.0,1.5,46.404810644831116,48.06819344933469,48.033201125895594,48.033201125895594,Medium,Stable,51.432958034800414,1,Night Spillovers
cell_12.911_77.552,32,1.2923293131450053,1.890850371872286,0.21875,0.78125,0.625,0.46875,0.15625,0.03125,15,0.0,0.75,32.0,K.S. Layout,No Junction,PARKING IN A MAIN ROAD,CAR,301,12.911377600451617,77.55202038364138,4.518639215316294,0.46875,2.6282049802635323,3.056994077249842,0.8597347767494407,Stable,1.2356982947907509,1.3540193616405727,66.0568065506653,0.8597347767494407,2.1333333333333333,66.88203684749232,51.39124872057319,59.77961873080859,59.77961873080859,High,Stable,66.0568065506653,5,Mixed Risk Zone
cell_12.911_77.558,2,0.7379532599047889,0.9162907318741551,0.0,0.5,1.0,0.0,0.0,1.0,2,0.0,0.75,2.0,K.S. Layout,No Junction,NO PARKING,SCOOTER,-1,12.9112142,77.55847134999999,0.8107245197940925,1.0,0.7379532599047889,,,Stable,0.7549387085431442,0.7741269407090848,16.46622313203685,1.0,1.0,17.368219037871032,27.756908904810647,18.54145342886387,18.54145342886387,Low,Stable,16.46622313203685,1,Night Spillovers
cell_12.911_77.559,1,0.5596157879354227,0.5596157879354227,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,1.0,K.S. Layout,No Junction,NO PARKING,MOTOR CYCLE,-1,12.9112843,77.558516,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5574496252995752,0.5596157879354227,4.65711361310133,1.0,1.0,17.368219037871032,21.603889457523028,11.224411463664277,11.224411463664277,Low,Stable,4.65711361310133,1,Night Spillovers
cell_12.911_77.573,104,1.8795215668988707,2.8449093838194073,0.019230769230769232,0.04807692307692308,0.36538461538461536,0.0,0.9230769230769231,0.038461538461538464,36,1.0,0.75,104.0,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",WRONG PARKING,SCOOTER,730,12.911231582692308,77.57310950961538,8.747218849613285,0.9230769230769231,5.0040671722342935,6.497788385559844,0.7701184010911346,Declining,1.8583625463121458,1.9167291035961518,90.13561924257932,0.7701184010911346,2.888888888888889,77.05987717502559,63.9868219037871,80.88600307062435,80.88600307062435,Critical,Stable,90.13561924257932,0,Junction Choke Points
cell_12.911_77.574,49,1.9891112402365234,2.409194828052304,0.02040816326530612,0.0,0.3469387755102041,0.0,0.9387755102040817,0.061224489795918366,13,1.0,0.75,49.0,J.P. Nagar,"BTP117 - 9th Cross, Kanakapura Road",WRONG PARKING,GOODS AUTO,731,12.910883253061224,77.57381641632654,7.781448932160991,0.9387755102040817,7.652673237307189,7.316289685073222,1.0459771989268083,Stable,1.982739221469695,2.0476928433652555,92.05475946775844,1.0459771989268083,3.769230769230769,86.13741044012284,80.64585465711363,86.44063459570111,86.44063459570111,Critical,Stable,92.05475946775844,0,Junction Choke Points
cell_12.911_77.575,13,2.1705563498703793,2.409194828052304,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.75,13.0,J.P. Nagar,"BTP117 - 9th Cross, Kanakapura Road",WRONG PARKING,CAR,-1,12.911202692307693,77.5749034923077,5.7282226444683655,1.0,28.217232548314932,,,Stable,2.151575019700953,2.2284438357087795,94.89508700102354,1.0,13.0,99.10440122824974,77.53518423746162,88.77302968270214,88.77302968270214,Critical,Stable,94.89508700102354,0,Junction Choke Points
cell_12.911_77.576,24,1.9958294230720997,2.6741486494265287,0.08333333333333333,0.0,0.7083333333333334,0.0,0.75,0.25,4,1.0,0.75,24.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,CAR,715,12.911074108333333,77.57598779583334,6.42432708048743,0.75,11.974976538432598,,,Stable,1.9822095260217694,2.0476928433652555,92.11873080859775,1.0,6.0,94.54324462640737,75.46033776867964,86.48349539406345,86.48349539406345,Critical,Stable,92.11873080859775,0,Junction Choke Points
cell_12.911_77.577,18,1.6601337202208102,2.409194828052304,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.05555555555555555,0.5555555555555556,0.3888888888888889,6,1.0,0.75,18.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,SCOOTER,715,12.911007544444445,77.57690332777777,4.888162436446747,0.5555555555555556,4.9804011606624305,,,Stable,1.6610324563185652,1.7047480922384253,83.95598771750255,1.0,3.0,79.40762538382803,68.9539406345957,79.06154042988742,79.06154042988742,Critical,Stable,83.95598771750255,0,Junction Choke Points
cell_12.911_77.578,40,1.606865115174429,2.409194828052304,0.0,0.0,0.45,0.175,0.55,0.225,10,1.0,0.75,40.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,MOTOR CYCLE,714,12.910981867499999,77.5781777675,5.96720940667336,0.55,2.2998063521100036,16.05865338073571,0.14321289303473012,Declining,1.6010085669864333,1.6601337202208102,82.29273285568065,0.14321289303473012,4.0,87.80706243602866,60.77366939611055,76.60504094165813,76.60504094165813,Critical,Stable,82.29273285568065,0,Junction Choke Points
cell_12.911_77.579,14,1.9167291035961518,2.409194828052304,0.0,0.0,0.7857142857142857,0.0,0.7857142857142857,0.14285714285714285,6,1.0,0.75,14.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,CAR,-1,12.910890421957703,77.57896427857143,5.190598634452018,0.7857142857142857,4.47236790839102,,,Stable,1.8991604033448364,1.925992303181089,90.8648925281474,1.0,2.3333333333333335,69.65199590583418,70.36860286591606,82.17438587512794,82.17438587512794,Critical,Stable,90.8648925281474,0,Junction Choke Points
cell_12.911_77.58,6,2.2886941664899543,2.409194828052304,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.75,6.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,CAR,697,12.910744416666667,77.58033088333333,4.4535932066564925,1.0,13.732164998939727,,,Stable,2.2857798866492733,2.3370411982319794,95.90583418628455,1.0,6.0,94.54324462640737,77.19882292732856,88.83124360286591,88.83124360286591,Critical,Stable,95.90583418628455,0,Junction Choke Points
cell_12.911_77.581,22,1.904711476206458,2.409194828052304,0.0,0.0,0.7727272727272727,0.045454545454545456,0.7727272727272727,0.18181818181818182,6,1.0,0.75,22.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,CAR,697,12.910711054545454,77.58081812272727,5.972211816659222,0.7727272727272727,6.98394207942368,,,Stable,1.9032710328905755,1.925992303181089,90.74974411463664,1.0,3.6666666666666665,85.49129989764586,73.17745649948823,84.32318321392016,84.32318321392016,Critical,Stable,90.74974411463664,0,Junction Choke Points
cell_12.911_77.582,9,2.305496127136445,2.409194828052304,0.0,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,2,1.0,0.75,9.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,CAR,-1,12.91060628888889,77.58221245555555,5.308601014299884,0.8888888888888888,10.374732572114004,,,Stable,2.3035535665847706,2.406941584166603,95.98259979529172,1.0,4.5,90.3851074718526,76.48080859774822,88.3181934493347,88.3181934493347,Critical,Stable,95.98259979529172,0,Junction Choke Points
cell_12.911_77.583,3,1.925992303181089,2.1510351948668447,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,2,1.0,0.75,3.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,CAR,-1,12.9106101,77.58296283333334,2.6699922694602543,0.6666666666666666,2.8889884547716336,,,Stable,1.9092698475425955,1.9765787255652232,91.01842374616172,1.0,1.5,46.404810644831116,66.27136642784033,78.96430399181168,78.96430399181168,Critical,Stable,91.01842374616172,0,Junction Choke Points
cell_12.911_77.584,4,1.4759065198095778,1.4759065198095778,0.0,0.0,0.5,0.0,0.25,0.5,4,1.0,0.75,4.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,CAR,686,12.910627775,77.584270325,2.375379908190205,0.5,1.4759065198095778,,,Stable,1.4821354010208878,1.5221253438165547,76.88075742067554,1.0,1.0,17.368219037871032,54.36770726714432,63.86386898669396,63.86386898669396,High,Stable,76.88075742067554,0,Junction Choke Points
cell_12.911_77.585,46,1.5221253438165547,2.0476928433652555,0.0,0.0,0.10869565217391304,0.0,0.0,1.0,4,1.0,0.75,46.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,SCOOTER,686,12.910656819565217,77.58514046956522,5.8604072419974065,1.0,17.50444145389038,,,Stable,1.5111790251594646,1.5604460805058666,79.13254861821903,1.0,11.5,98.83572159672467,70.23528659160696,78.59007164790174,78.59007164790174,Critical,Stable,79.13254861821903,0,Junction Choke Points
cell_12.911_77.586,6,1.4863803323449691,1.8021222562636017,0.0,0.0,0.8333333333333334,0.0,0.0,1.0,4,1.0,0.75,6.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,CAR,686,12.910594616666666,77.58595163333332,2.892362574066285,1.0,2.229570498517454,,,Stable,1.4816955804687522,1.5221253438165547,77.52047082906857,1.0,1.5,46.404810644831116,60.06768167860799,69.63600307062437,69.63600307062437,High,Stable,77.52047082906857,0,Junction Choke Points
cell_12.911_77.587,9,1.8027761542862768,2.244691114575143,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.8888888888888888,6,1.0,0.75,9.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,695,12.910907733333334,77.58726712222223,4.151045498864715,0.8888888888888888,2.704164231429415,,,Stable,1.8056236590773078,1.863906498424011,88.81780962128967,1.0,1.5,46.404810644831116,65.29106960081883,77.43794779938588,77.43794779938588,Critical,Stable,88.81780962128967,0,Junction Choke Points
cell_12.911_77.588,22,1.6646934761062864,2.0476928433652555,0.0,0.09090909090909091,0.4090909090909091,0.22727272727272727,0.045454545454545456,0.7272727272727273,10,1.0,0.75,22.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,695,12.910829772727272,77.58768410909092,5.219636765626251,0.7272727272727273,2.1232223463128634,7.2535666833827515,0.29271421168054557,Declining,1.6571190706665841,1.6933978046708573,84.01995905834187,0.29271421168054557,2.2,67.70087001023542,58.05885363357217,74.6033776867963,74.6033776867963,High,Stable,84.01995905834187,0,Junction Choke Points
cell_12.911_77.599,1,1.8021222562636017,1.8021222562636017,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,1.0,J.P. Nagar,"BTP198 - 9th Cross, 8th Main, JP Nagar",WRONG PARKING,CAR,-1,12.9110927,77.5989696,1.2491359609534427,1.0,1.8021222562636017,,,Stable,1.8001107583761686,1.8207139121657183,88.49795291709314,1.0,1.0,17.368219037871032,59.868474923234395,72.58955987717502,72.58955987717502,High,Stable,88.49795291709314,4,Freight Obstruction Corridors
cell_12.911_77.6,9,1.1238141398263615,1.4759065198095778,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,0.6666666666666666,7,1.0,0.75,9.0,Mico Layout,BTP130 - GD Mara Junction,WRONG PARKING,MOTOR CYCLE,-1,12.911063,77.60024451111111,2.5876776856601063,0.6666666666666666,1.444903894062465,,,Stable,1.1499126502491892,1.1786549963416462,56.74257932446264,1.0,1.2857142857142858,39.12487205731832,49.252942681678604,53.23822927328556,53.23822927328556,High,Stable,56.74257932446264,0,Junction Choke Points
cell_12.911_77.61,13,0.9188965227429914,1.1786549963416462,0.0,0.0,0.5384615384615384,0.0,0.0,0.7692307692307693,4,0.0,0.75,13.0,Mico Layout,No Junction,NO PARKING,CAR,-1,12.91067276153846,77.61002993846154,2.4250206035028654,0.7692307692307693,2.9864136989147214,,,Stable,0.95359839927758,0.9886113934537812,41.04401228249744,1.0,3.25,82.68295803480041,49.96929375639713,46.62583162743091,46.62583162743091,Medium,Stable,41.04401228249744,1,Night Spillovers
cell_12.911_77.626,33,0.8840321056806264,1.33828514193353,0.18181818181818182,0.030303030303030304,0.2727272727272727,0.18181818181818182,0.12121212121212122,0.5454545454545454,17,0.0,0.75,33.0,Madiwala,No Junction,NO PARKING,SCOOTER,-1,12.911167236363637,77.62610968787878,3.1174159199654636,0.5454545454545454,1.687847741195352,1.580272294567823,1.0680733180756237,Growing,0.8865485137990602,0.9299014956844309,36.2589559877175,1.0680733180756237,1.9411764705882353,56.73618219037871,49.71212896622313,41.482535823950876,41.482535823950876,Medium,Stable,36.2589559877175,1,Night Spillovers
cell_12.911_77.627,31,1.0199599937056607,1.55814461804655,0.16129032258064516,0.12903225806451613,0.25806451612903225,0.22580645161290322,0.1935483870967742,0.45161290322580644,19,0.0,0.75,31.0,HSR Layout,No Junction,WRONG PARKING,CAR,640,12.910735261290322,77.62679017096774,3.5349119696050915,0.45161290322580644,1.4067810858362968,1.823080964136701,0.7716499386808763,Declining,1.0160829860805782,1.0572497582892977,50.46059365404298,0.7716499386808763,1.631578947368421,50.67809621289662,41.02648413510747,45.61892272262027,45.61892272262027,Medium,Declining,50.46059365404298,1,Night Spillovers
